age,work_class,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,fifty_k
70,Private,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,38,United-States,<=50K
57,Private,7th-8th,4,Widowed,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K
51,Private,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K
56,Private,7th-8th,4,Widowed,Machine-op-inspct,Unmarried,Other,Female,40,Dominican-Republic,<=50K
63,Self-emp-not-inc,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Female,10,United-States,<=50K
77,Private,7th-8th,4,Widowed,Priv-house-serv,Unmarried,White,Female,23,United-States,<=50K
64,Federal-gov,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,30,Puerto-Rico,<=50K
65,Without-pay,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Female,50,United-States,<=50K
35,Private,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,80,United-States,<=50K
54,Private,7th-8th,4,Widowed,Other-service,Unmarried,White,Male,30,United-States,<=50K
42,Private,7th-8th,4,Widowed,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
66,Self-emp-not-inc,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Male,50,United-States,<=50K
71,Private,9th,5,Divorced,Priv-house-serv,Not-in-family,Black,Female,6,United-States,<=50K
28,Private,9th,5,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K
68,Private,9th,5,Divorced,Farming-fishing,Not-in-family,Black,Male,20,United-States,<=50K
62,Local-gov,9th,5,Divorced,Protective-serv,Not-in-family,Black,Male,24,United-States,<=50K
49,Private,9th,5,Divorced,Other-service,Not-in-family,Black,Male,37,United-States,<=50K
58,Private,9th,5,Divorced,Farming-fishing,Not-in-family,Black,Male,40,United-States,<=50K
43,Private,9th,5,Divorced,Transport-moving,Not-in-family,Black,Male,40,United-States,<=50K
49,Self-emp-not-inc,9th,5,Divorced,Other-service,Not-in-family,White,Female,20,United-States,<=50K
47,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,30,United-States,<=50K
53,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,36,Canada,<=50K
31,Private,9th,5,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
49,Private,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,United-States,<=50K
49,Private,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
58,Local-gov,9th,5,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
40,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
47,State-gov,9th,5,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
36,Private,9th,5,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
48,Private,9th,5,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
56,Private,9th,5,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,>50K
46,Private,9th,5,Divorced,Other-service,Not-in-family,White,Male,25,United-States,<=50K
61,Private,9th,5,Divorced,Sales,Not-in-family,White,Male,25,United-States,<=50K
33,Private,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Male,35,United-States,<=50K
46,Private,9th,5,Divorced,Sales,Not-in-family,White,Male,35,United-States,<=50K
61,Private,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,Puerto-Rico,>50K
56,Private,9th,5,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
56,Private,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
42,Private,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
44,Private,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
38,Self-emp-not-inc,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
61,Private,9th,5,Divorced,Other-service,Not-in-family,White,Male,40,United-States,<=50K
31,Private,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
35,Private,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K
70,Self-emp-inc,9th,5,Divorced,Sales,Not-in-family,White,Male,45,United-States,<=50K
39,Private,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,50,United-States,<=50K
50,Private,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K
36,Private,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,56,United-States,<=50K
33,Private,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,70,United-States,<=50K
41,Private,9th,5,Divorced,Other-service,Other-relative,White,Female,35,United-States,<=50K
24,Private,9th,5,Divorced,Other-service,Own-child,White,Female,40,United-States,<=50K
44,Private,9th,5,Divorced,Other-service,Own-child,White,Female,50,United-States,<=50K
37,Private,9th,5,Divorced,Craft-repair,Own-child,White,Male,35,United-States,<=50K
29,Private,9th,5,Divorced,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K
55,Private,9th,5,Divorced,Craft-repair,Unmarried,White,Female,37,United-States,>50K
52,Private,9th,5,Divorced,Craft-repair,Unmarried,White,Female,40,Cuba,<=50K
36,Private,9th,5,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
46,Private,9th,5,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
43,Private,9th,5,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K
34,Private,9th,5,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
58,Private,9th,5,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
46,Private,9th,5,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
56,Private,9th,5,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
33,Private,9th,5,Divorced,Craft-repair,Unmarried,White,Male,55,United-States,<=50K
27,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K
45,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,India,<=50K
61,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,20,Trinadad&Tobago,<=50K
28,Local-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,Trinadad&Tobago,>50K
35,Federal-gov,9th,5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,United-States,<=50K
63,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,United-States,<=50K
32,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,United-States,<=50K
58,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K
44,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K
53,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K
44,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K
51,Local-gov,9th,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K
56,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K
38,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K
45,Private,9th,5,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,>50K
57,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K
62,Private,9th,5,Married-civ-spouse,Other-service,Husband,Black,Male,42,United-States,<=50K
68,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,44,United-States,<=50K
31,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,48,United-States,<=50K
57,Private,9th,5,Married-civ-spouse,Sales,Husband,Black,Male,55,United-States,>50K
58,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,60,United-States,<=50K
35,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,Mexico,<=50K
30,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,Mexico,<=50K
76,Private,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,13,United-States,<=50K
63,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,16,United-States,<=50K
26,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,<=50K
51,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,<=50K
36,Local-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,<=50K
55,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,United-States,<=50K
69,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,United-States,<=50K
39,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,25,United-States,<=50K
66,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,United-States,>50K
36,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
35,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
76,Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,<=50K
59,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,<=50K
27,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,32,United-States,<=50K
33,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,33,Mexico,<=50K
36,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Guatemala,<=50K
26,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K
69,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,<=50K
62,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,<=50K
41,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,<=50K
60,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,37,United-States,<=50K
30,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,37,United-States,<=50K
49,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Canada,<=50K
35,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Canada,<=50K
53,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,Dominican-Republic,<=50K
46,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Guatemala,<=50K
27,Private,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Guatemala,<=50K
42,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K
25,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K
38,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K
43,Private,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Mexico,<=50K
39,Self-emp-inc,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Mexico,<=50K
51,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,<=50K
31,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K
25,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K
25,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K
40,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K
29,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K
35,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K
30,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K
48,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Poland,<=50K
26,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal,<=50K
57,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Puerto-Rico,<=50K
38,Private,9th,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
69,Self-emp-not-inc,9th,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
53,Local-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
61,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
38,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
30,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
34,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
37,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
32,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
29,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
27,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
60,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
49,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
30,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
31,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
41,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
51,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
61,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
56,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
50,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
39,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
43,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
39,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
35,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
27,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
31,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
64,State-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
53,Local-gov,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
62,Private,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
55,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
45,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
58,State-gov,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
40,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
25,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
58,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
33,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
38,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
52,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
36,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
39,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
61,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
20,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
36,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
47,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
50,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
59,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
29,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
42,Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
59,Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
57,Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
54,Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
49,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
46,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
17,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
56,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
62,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
37,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
59,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
71,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
76,Self-emp-inc,9th,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
60,Private,9th,5,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
28,Private,9th,5,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
51,Private,9th,5,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
56,Private,9th,5,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
30,Federal-gov,9th,5,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
58,Local-gov,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
51,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
29,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
45,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
63,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
37,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
53,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
